#mass,radius,vx,vy,vz,x,y,z
#system.get('S.I.').base('mass'),system.get('S.I.').base('length'),(system.get('S.I.').base('length') * (system.get('S.I.').base('time')**-1)),(system.get('S.I.').base('length') * (system.get('S.I.').base('time')**-1)),(system.get('S.I.').base('length') * (system.get('S.I.').base('time')**-1)),system.get('S.I.').base('length'),system.get('S.I.').base('length'),system.get('S.I.').base('length')
#kg,m,m * s**-1,m * s**-1,m * s**-1,m,m,m
2.12637176215e+29,0.0,-134164.15704,75359.3809313,124266.174751,4.71264950433e+17,5.50450480184e+18,-8.64304984036e+18
1.42696302273e+31,0.0,-134821.834164,76010.3090686,124111.642002,6.74270607033e+17,5.3687189039e+18,-8.66979633712e+18
6.94028913799e+29,0.0,-135617.6615,75412.1821268,123752.313732,7.59221570982e+17,5.51805885245e+18,-8.52133757691e+18
2.14309568179e+29,0.0,-135112.637838,75832.3394396,124071.80996,6.76111428584e+17,5.47834094316e+18,-8.64489736898e+18
6.51356259177e+29,0.0,-134786.831573,76121.7790853,124290.799703,6.11373227e+17,5.39865462203e+18,-8.63332601218e+18
8.52822473827e+29,0.0,-135180.279755,75347.2863706,123807.34612,6.86107361019e+17,5.51499315235e+18,-8.5756361001e+18
5.55732926893e+29,0.0,-135718.098197,74489.8340561,123351.622322,7.93876078293e+17,5.72090117638e+18,-8.47955554139e+18
2.57871500637e+29,0.0,-135315.820756,75348.9342755,123776.750082,6.5689791992e+17,5.52104894e+18,-8.48578614013e+18
4.25417284577e+29,0.0,-135350.24965,75777.9736268,124235.991014,6.58124775803e+17,5.33728826174e+18,-8.43406854868e+18
2.07086859973e+29,0.0,-135078.061204,74662.1285126,123672.531718,6.34206769699e+17,5.66512131549e+18,-8.58552069318e+18
1.02626665488e+30,0.0,-135253.686109,75280.5826696,124592.23468,5.06766566704e+17,5.35652406217e+18,-8.21414607981e+18
2.92332654387e+29,0.0,-135643.4733,75725.340171,124377.727505,6.94016497589e+17,5.49484071972e+18,-8.52776583705e+18
4.05186601848e+29,0.0,-134701.354115,75091.6665288,123805.094322,5.4286136507e+17,5.57686543652e+18,-8.52888185183e+18
2.02498916587e+29,0.0,-135321.78202,75760.3929524,123918.089151,8.02146140937e+17,5.48737380775e+18,-8.66882430284e+18
2.17296732476e+29,0.0,-135162.054684,75236.6565393,123678.098678,6.14688672753e+17,5.52168378994e+18,-8.5104399577e+18
9.31610814834e+29,0.0,-134476.179463,75002.5304529,124498.435317,5.95053052093e+17,5.53204429217e+18,-8.56432256022e+18
2.31882591984e+29,0.0,-135304.489258,75851.5245295,123908.941585,6.69350633836e+17,5.50703278049e+18,-8.65466408048e+18
7.60773633442e+29,0.0,-135452.597316,75498.7655249,123589.879563,6.39380706051e+17,5.52767306521e+18,-8.55132985211e+18
5.08853373518e+30,0.0,-134919.851214,75390.1888874,124331.752487,5.28211469259e+17,5.54416483938e+18,-8.56613552269e+18
3.1020234761e+29,0.0,-135242.077616,75188.4136515,124331.427318,5.68250662925e+17,5.41806404885e+18,-8.25360797877e+18
2.41642620479e+29,0.0,-135936.367974,75296.4245804,123781.300999,7.85400157765e+17,5.56850095003e+18,-8.56915761617e+18
2.10212616692e+29,0.0,-135445.832817,75046.7596406,124249.348003,6.48372233269e+17,5.46692968815e+18,-8.51168743256e+18
4.26597102443e+29,0.0,-135569.647558,75134.4274621,124131.364993,7.24957620816e+17,5.41309545009e+18,-8.39997010144e+18
2.14249168772e+29,0.0,-135669.46742,74836.2098281,124055.419202,6.28600635195e+17,5.51268945559e+18,-8.42467757657e+18
5.43367935e+29,0.0,-135441.042597,76044.9603461,124171.896634,6.66196784918e+17,5.40904970129e+18,-8.60911784914e+18
6.67334008651e+31,0.0,-134583.211024,75005.0890157,123769.491013,6.17965196525e+17,5.63217124103e+18,-8.55052738329e+18
2.0682295679e+29,0.0,-134930.353498,75452.364886,123962.188309,5.74254022445e+17,5.54641519939e+18,-8.53525620603e+18
2.62454567778e+29,0.0,-135177.384877,75087.7398514,123957.085545,6.88025210247e+17,5.52376446757e+18,-8.44169173135e+18
6.71158949848e+29,0.0,-135010.09553,76419.0433661,124576.029127,5.83630680575e+17,5.22590455857e+18,-8.54241447886e+18
4.27959290449e+29,0.0,-135252.601951,75737.7674351,123725.566379,6.91832815573e+17,5.51688420911e+18,-8.50852264754e+18
1.2805568647e+30,0.0,-135669.160326,76072.9136112,123869.566248,7.65626289059e+17,5.4619875169e+18,-8.57252367441e+18
2.88886244737e+29,0.0,-134659.525324,75143.4880807,124016.565134,5.19562806412e+17,5.63022209391e+18,-8.65197026609e+18
1.3300799342e+30,0.0,-135053.351896,75779.6178125,124581.222249,6.55854727759e+17,5.35107709309e+18,-8.49074901061e+18
2.94937006217e+29,0.0,-135010.561666,75025.8159328,123677.207604,6.53551563971e+17,5.53500753967e+18,-8.564387808e+18
2.0527588482e+29,0.0,-135563.506112,75366.4966436,124576.177718,6.77780337811e+17,5.46106402289e+18,-8.40150703376e+18
9.0190050788e+29,0.0,-135452.536855,74476.1252665,123682.882966,6.65911540478e+17,5.61747964106e+18,-8.34396776391e+18
7.25005909843e+29,0.0,-135404.455814,76035.5598519,124268.827147,6.70128718199e+17,5.43515181565e+18,-8.54425379245e+18
4.5272430185e+29,0.0,-134737.081597,74964.0579829,124243.025945,5.38339061145e+17,5.47887832252e+18,-8.5722397894e+18
2.07370743305e+29,0.0,-135018.827332,75832.8837603,124229.509652,6.85509703687e+17,5.47175572942e+18,-8.5704292417e+18
6.53039139221e+29,0.0,-134669.383718,75398.1149549,124370.987695,5.55749271259e+17,5.46929930251e+18,-8.44819695281e+18
2.29087150705e+29,0.0,-134480.622136,75403.4603696,123949.073798,5.97320326083e+17,5.6301237652e+18,-8.54398489156e+18
5.91504808358e+29,0.0,-135411.426628,75048.3070462,123884.331004,6.08336202636e+17,5.5851144931e+18,-8.36434789245e+18
4.3991431458e+29,0.0,-134505.756586,75252.9224918,123938.577819,4.8050315487e+17,5.60046246827e+18,-8.56287080194e+18
7.08900709854e+29,0.0,-135399.697115,75371.2131229,124507.27119,6.13942940018e+17,5.45921531383e+18,-8.46291161188e+18
3.99138417457e+29,0.0,-135404.661468,75598.341878,124252.212538,6.62382865623e+17,5.42645703724e+18,-8.45183730078e+18
1.97319484193e+30,0.0,-134707.845706,74672.1922443,123923.412756,5.38288842356e+17,5.58795726338e+18,-8.49007121717e+18
1.99149413305e+29,0.0,-135827.681638,75319.8677976,124350.198284,6.68907045618e+17,5.432674778e+18,-8.37673922151e+18
1.04256604562e+30,0.0,-135318.089229,75273.6674833,124033.594922,6.23759359157e+17,5.47515290506e+18,-8.42100790485e+18
2.55070028444e+29,0.0,-134785.103112,75080.7357929,124189.057819,5.38949494097e+17,5.5965673933e+18,-8.54972031209e+18
2.79896706154e+29,0.0,-134514.170548,75075.2336636,124506.031301,5.12696119031e+17,5.52369912728e+18,-8.50579958756e+18
3.54727589317e+29,0.0,-134995.363007,75807.1511075,124227.00471,6.81239795426e+17,5.421990525e+18,-8.55155249833e+18
5.75343814189e+29,0.0,-135121.357869,75236.3578252,124454.847907,5.69941331265e+17,5.52063019641e+18,-8.40314466682e+18
5.19850120939e+29,0.0,-135430.165807,75469.6775818,123816.170459,6.96423152444e+17,5.56260331156e+18,-8.554792642e+18
2.0792977034e+29,0.0,-135240.585863,75858.8171227,124007.733731,6.58793848942e+17,5.3951333313e+18,-8.56024578317e+18
2.05004454042e+29,0.0,-135519.246029,75312.2170521,124151.608287,6.70408504085e+17,5.49887450176e+18,-8.52016653373e+18
3.30064954455e+29,0.0,-135231.353028,74655.4665524,124162.120308,6.62310800444e+17,5.50045930079e+18,-8.41851998862e+18
2.15105888092e+29,0.0,-134440.353859,75787.2180504,124186.318929,5.12428731424e+17,5.53261328685e+18,-8.73793649477e+18
2.50106897625e+29,0.0,-135274.116573,74970.7457174,124413.079683,6.67657845524e+17,5.51317102404e+18,-8.46777788839e+18
8.83851682026e+29,0.0,-135916.147435,75431.8221581,123866.41908,8.27347769243e+17,5.48851269584e+18,-8.38668847196e+18
2.07391972368e+29,0.0,-134554.447346,75732.5162103,124451.780993,5.31179596882e+17,5.38469757169e+18,-8.57545624796e+18
2.55537382137e+29,0.0,-134717.370955,75530.7322123,123779.942533,6.72826897985e+17,5.54769836934e+18,-8.66859310626e+18
3.57784274147e+29,0.0,-134654.593121,75334.6229328,123949.819512,6.24960020796e+17,5.48137911431e+18,-8.53121520875e+18
4.62344387049e+29,0.0,-134470.593159,75432.6036091,124495.961428,5.03038376586e+17,5.43042720108e+18,-8.60495694761e+18
4.67261928062e+29,0.0,-135654.199272,75384.0900892,124056.898989,6.4990155029e+17,5.52648151839e+18,-8.50151078122e+18
2.22521979179e+29,0.0,-135441.265028,75716.7952351,124330.230078,6.61309634117e+17,5.54624854011e+18,-8.60227938257e+18
1.10605413454e+31,0.0,-135026.657591,75279.2928622,124137.110821,5.63634810986e+17,5.46616169435e+18,-8.50309949702e+18
1.99510442759e+29,0.0,-134576.937319,75358.1939323,124580.114995,5.62571018378e+17,5.45737740167e+18,-8.52158550356e+18
2.36343141663e+29,0.0,-135230.996515,75469.2961434,123991.018972,6.94559588682e+17,5.57488653714e+18,-8.54036073362e+18
8.01019130829e+29,0.0,-135251.733544,74893.8752072,124086.751326,6.21851515087e+17,5.47802931985e+18,-8.51340885105e+18
2.09336243647e+29,0.0,-134511.847587,76202.9892686,124125.183561,5.93358374373e+17,5.44195293528e+18,-8.78048195544e+18
5.79631643644e+29,0.0,-135301.854132,75769.1745305,123770.920217,6.34565377715e+17,5.41026595708e+18,-8.54395580522e+18
6.65080980122e+29,0.0,-135522.256394,74815.7037941,123717.924988,7.62472989567e+17,5.54164489888e+18,-8.45876696984e+18
3.60346851111e+29,0.0,-135323.788081,74814.5746484,123641.721753,7.5154903062e+17,5.70129128368e+18,-8.61143415083e+18
2.28621604915e+29,0.0,-134984.554111,76069.350609,124370.271556,7.00866895829e+17,5.38071313826e+18,-8.58967663916e+18
5.76762207242e+30,0.0,-135396.618433,75814.1961556,123889.325237,7.41791609576e+17,5.52732602845e+18,-8.58588051495e+18
9.1955339121e+29,0.0,-135714.110921,75353.8274313,123750.439355,7.59300272737e+17,5.48046556437e+18,-8.55800988217e+18
2.56855276208e+29,0.0,-135251.541719,74845.8729876,123640.345074,6.70435500266e+17,5.53706872765e+18,-8.496891351e+18
2.78061104298e+29,0.0,-135474.520624,75315.735359,124264.076305,6.59345130444e+17,5.4649266009e+18,-8.55729259176e+18
2.66175264612e+30,0.0,-134785.139217,75760.6799347,124167.260098,5.72769445944e+17,5.41712567753e+18,-8.45584446312e+18
9.11329105441e+29,0.0,-134806.03158,75278.626183,123992.202259,5.89788214274e+17,5.55190074488e+18,-8.52599090436e+18
2.61744786542e+29,0.0,-135523.651587,75530.7129996,124159.890926,7.45135529821e+17,5.45625880697e+18,-8.63595189591e+18
2.14689720712e+29,0.0,-134942.502138,74712.1612553,124063.250614,6.43466540571e+17,5.63700874715e+18,-8.50042991125e+18
2.48008809673e+29,0.0,-134768.434178,75425.6037458,124684.369299,5.12033541073e+17,5.34342397018e+18,-8.42707863538e+18
2.43484276812e+29,0.0,-134470.388309,75249.7432008,123884.709683,5.55737655718e+17,5.57290960008e+18,-8.61136532989e+18
2.2060747107e+29,0.0,-134347.850612,74704.9697603,124000.454869,5.69105771623e+17,5.5853367117e+18,-8.59852719931e+18
5.26486819072e+29,0.0,-134762.344397,75097.4156723,124007.325627,5.99426045297e+17,5.590984326e+18,-8.66951865305e+18
2.38177752721e+29,0.0,-134738.885636,75738.3486783,124161.605323,6.74903976348e+17,5.44309705762e+18,-8.73089479112e+18
6.8045038916e+29,0.0,-134349.070159,75152.1427668,124388.498714,4.64728013212e+17,5.58480602057e+18,-8.65409796393e+18
2.15388694596e+29,0.0,-135130.027928,75852.8671517,124286.460599,6.6022679752e+17,5.42279457491e+18,-8.60504133676e+18
2.11722734511e+29,0.0,-134914.778935,74973.2084161,124037.164444,6.00010300955e+17,5.50035682659e+18,-8.51101808828e+18
3.61631316513e+29,0.0,-135412.36861,75174.7525638,124033.640204,6.76220376583e+17,5.62298069541e+18,-8.57274005106e+18
7.23395514798e+29,0.0,-135468.091858,75458.6837306,123611.075418,7.80479362305e+17,5.56521541874e+18,-8.58738886055e+18
2.65889642744e+29,0.0,-135011.553552,75170.3353848,123939.672929,5.83862502733e+17,5.53183404819e+18,-8.57094869188e+18
3.9719529237e+29,0.0,-135182.821109,74833.8974205,124262.759918,5.61975116425e+17,5.45629016333e+18,-8.48724632452e+18
2.8664982895e+29,0.0,-134784.033928,75430.9542917,123940.290288,5.41212947694e+17,5.54616762797e+18,-8.54565684947e+18
1.32021064702e+30,0.0,-135414.661773,74962.8289548,123591.279783,6.94028585527e+17,5.54823936182e+18,-8.55695262763e+18
2.0170420498e+29,0.0,-135615.887286,74791.5384474,123887.143197,6.53598644103e+17,5.50861329411e+18,-8.40338074236e+18
4.74587272176e+29,0.0,-135312.706741,75123.48654,123655.315053,8.09388997763e+17,5.55711047935e+18,-8.58517400114e+18
2.28535819755e+29,0.0,-135566.162096,75951.6544756,123958.703426,8.37087701032e+17,5.43014486811e+18,-8.60134372482e+18
3.15345552869e+29,0.0,-135300.747454,74972.0782197,123743.560955,6.29633775392e+17,5.59142556495e+18,-8.42720603719e+18
1.83409015794e+30,0.0,-135642.231833,75498.7610354,124342.600685,6.30097799223e+17,5.50610448822e+18,-8.52563007981e+18
2.62510437856e+29,0.0,-135260.94477,75434.112309,124030.287487,6.50131087311e+17,5.44650674158e+18,-8.52052397692e+18
5.68099368416e+29,0.0,-135632.387729,75404.5348661,123558.952092,7.92304732178e+17,5.48988046514e+18,-8.62219881952e+18
1.19349726372e+30,0.0,-135601.059873,75105.5968213,124303.384607,6.53109787799e+17,5.41116499101e+18,-8.35652081835e+18
3.73665661946e+29,0.0,-135491.877224,75037.3919678,123668.595819,7.38178237898e+17,5.60232189242e+18,-8.58556972119e+18
2.33343666533e+29,0.0,-134750.925043,75509.0238331,124318.05194,6.59050840227e+17,5.4369490707e+18,-8.57758103152e+18
2.27244136187e+29,0.0,-135709.441995,74401.5057888,123654.680408,6.70220529502e+17,5.61092618776e+18,-8.36209344867e+18
3.51010752426e+29,0.0,-135008.459342,75646.8434156,124427.169666,6.54944190053e+17,5.41445998662e+18,-8.55351895839e+18
2.99621894685e+29,0.0,-134622.338278,75941.253144,124097.696004,5.78682941754e+17,5.4899378168e+18,-8.60667332267e+18
2.9989998667e+29,0.0,-135461.056067,74977.3428416,123784.051248,7.46245951653e+17,5.64125256438e+18,-8.48227953344e+18
6.90357824266e+29,0.0,-134636.678938,74899.0732029,124260.897645,4.5802322508e+17,5.51342836922e+18,-8.42635141051e+18
4.91598239499e+29,0.0,-135895.610395,75628.8077653,124434.208099,7.460281397e+17,5.36279576052e+18,-8.35143151714e+18
6.55798951384e+29,0.0,-135467.066672,75265.268183,123609.895266,6.72514108949e+17,5.50747526268e+18,-8.41387236895e+18
2.93529628708e+29,0.0,-135217.670357,75554.8997186,124053.17065,6.02128331908e+17,5.40527858774e+18,-8.51785591392e+18
3.28477468998e+29,0.0,-134887.713243,76109.0625618,124496.647971,5.7555967474e+17,5.43014158353e+18,-8.61956513464e+18
2.20814099508e+29,0.0,-135572.40575,74949.3177746,123670.688417,6.75070336321e+17,5.62661930957e+18,-8.51612995104e+18
3.14765465681e+29,0.0,-134872.506567,75707.7248086,123822.495891,5.61722405802e+17,5.50857496836e+18,-8.66672188918e+18
6.56706905284e+29,0.0,-134472.604507,75301.3077304,124393.001647,5.10851606245e+17,5.43439062127e+18,-8.57961008126e+18
9.00629240413e+29,0.0,-134706.295585,74593.3055553,123886.341821,6.06242329253e+17,5.672974918e+18,-8.54029841947e+18
5.42215329023e+29,0.0,-134810.064931,75391.6920286,124181.87343,6.2877614347e+17,5.49721645162e+18,-8.59792023229e+18
2.37356865967e+29,0.0,-135723.23308,75313.7882243,123820.657898,6.62944121795e+17,5.47260571345e+18,-8.42304913356e+18
2.87581524292e+30,0.0,-134908.768003,76167.1828114,123956.237228,6.78573592054e+17,5.40723356402e+18,-8.70393764098e+18
3.10944476533e+29,0.0,-134885.125846,75336.9915347,123695.17839,7.10440895937e+17,5.47889219593e+18,-8.58948870198e+18
2.19696440348e+29,0.0,-134946.664127,74723.9909211,123956.601811,6.15650788293e+17,5.62025702974e+18,-8.45284478635e+18
2.60088487672e+29,0.0,-135601.606995,75273.8675176,123821.725834,7.24593958048e+17,5.60308639953e+18,-8.4998085248e+18
8.93856668245e+29,0.0,-135804.707884,75358.8525876,123664.680076,7.74368174988e+17,5.55392165261e+18,-8.47969955981e+18
2.03672355057e+29,0.0,-135109.882778,75452.3554737,124278.153166,6.01793757221e+17,5.44338535615e+18,-8.56579429248e+18
6.86069371154e+29,0.0,-135221.594933,75545.8947793,123998.37899,6.546576491e+17,5.43383976466e+18,-8.4958728527e+18
5.72632319505e+29,0.0,-134607.659594,75771.2343055,124439.094077,5.28633842491e+17,5.44242475725e+18,-8.53494324849e+18
1.39892002691e+30,0.0,-134307.818657,74768.9443816,124375.24544,4.19651995043e+17,5.55045975975e+18,-8.37910930794e+18
4.48642048182e+29,0.0,-135236.874519,74995.3555964,123961.101757,6.35608967224e+17,5.5010444637e+18,-8.48486724213e+18
2.00864577173e+29,0.0,-134707.983799,74938.5132673,124719.28227,5.06768912176e+17,5.46323286802e+18,-8.37442154547e+18
2.05529758581e+29,0.0,-135549.727109,75252.0620241,124072.747916,7.01352942499e+17,5.5638253191e+18,-8.49530328665e+18
5.69697079355e+29,0.0,-135777.614446,75314.5455872,123641.32431,7.43160889004e+17,5.44549902998e+18,-8.53686673531e+18
3.12889566118e+29,0.0,-136145.756876,75317.0043971,124013.349792,8.28081829411e+17,5.46686281968e+18,-8.43123469215e+18
2.06651440046e+29,0.0,-135233.624369,74937.4144085,124225.311323,5.98602393453e+17,5.50266157318e+18,-8.40995015811e+18
2.35526434376e+30,0.0,-134370.852013,75305.4544364,123797.747823,6.01612908029e+17,5.5753827019e+18,-8.67613908502e+18
6.70892952263e+29,0.0,-134793.604489,75487.8153771,123808.491462,7.00829660678e+17,5.5072512456e+18,-8.6407646629e+18
7.76597187198e+29,0.0,-135741.186424,75657.0016937,123486.274066,8.61966922692e+17,5.58122625792e+18,-8.72732707876e+18
3.98417248446e+29,0.0,-134742.150526,75384.4091052,123771.182132,5.8623193531e+17,5.55736126118e+18,-8.63717939686e+18
2.03153538756e+29,0.0,-135477.825434,75573.6880705,123831.768818,7.74011037545e+17,5.42690124468e+18,-8.60117365975e+18
1.82630430199e+30,0.0,-135736.069371,75204.5696944,123718.8749,7.02840969119e+17,5.48586097142e+18,-8.48489744803e+18
1.80534192699e+30,0.0,-134997.280533,75854.7780312,123870.087499,6.86268408182e+17,5.51675514961e+18,-8.70778370503e+18
2.97267519493e+30,0.0,-134402.904439,75100.8342366,124257.544643,4.94703657504e+17,5.58560087255e+18,-8.62267984107e+18
2.2881527824e+29,0.0,-135600.25043,75194.5298136,124303.95093,7.29655075556e+17,5.53219222283e+18,-8.4804899943e+18
2.34430570795e+29,0.0,-134993.606306,75748.8208661,123872.014761,7.15748286234e+17,5.46504846512e+18,-8.68574571091e+18
5.72093655999e+29,0.0,-134687.933062,74837.2983627,124303.806067,5.09863384293e+17,5.61771252859e+18,-8.53521023974e+18
2.4104048775e+29,0.0,-134716.403189,75390.1962552,124612.763632,5.57921631259e+17,5.51204852347e+18,-8.54700970819e+18
3.25803688546e+29,0.0,-135506.765915,75058.6889854,123697.019258,7.9016797632e+17,5.60447370527e+18,-8.56100517248e+18
2.83957591334e+29,0.0,-135554.076645,74993.9132396,124247.015961,6.45741694945e+17,5.51265547977e+18,-8.36794150862e+18
3.05784953344e+29,0.0,-134911.927877,75118.6432389,123766.413871,6.02414419807e+17,5.60632875818e+18,-8.48039251951e+18
2.60081062854e+29,0.0,-134508.051707,75856.3109445,123957.434172,6.72398485163e+17,5.53570261005e+18,-8.6020455531e+18
3.55360065881e+29,0.0,-135028.1535,75966.6833678,124175.938008,5.57428908669e+17,5.4340292008e+18,-8.56929001257e+18
2.40420405345e+29,0.0,-134667.779413,75915.2010594,124467.705969,5.51360846402e+17,5.40468983375e+18,-8.62117251411e+18
3.12838318816e+29,0.0,-135450.726865,75339.6366222,123517.626004,7.09923745739e+17,5.58003820742e+18,-8.56706041692e+18
7.45523761832e+29,0.0,-135407.274195,74862.6193373,123836.296219,6.92806096225e+17,5.561135066e+18,-8.47060277335e+18
5.69892226527e+29,0.0,-135578.123904,75033.9865569,123674.113761,6.04959183561e+17,5.57055533817e+18,-8.51290403069e+18
6.04773293494e+29,0.0,-134789.206687,75623.3338264,123989.246985,5.36076828459e+17,5.52494484269e+18,-8.63531080452e+18
2.89017368553e+29,0.0,-135630.217876,74873.1978281,124055.547983,7.56426388835e+17,5.56321492343e+18,-8.47218151801e+18
1.99626135365e+29,0.0,-135474.24818,74824.7985111,123809.03356,6.150089658e+17,5.54444931947e+18,-8.29179991992e+18
3.81948159339e+29,0.0,-134829.962417,75026.6818206,123768.331103,6.59807372469e+17,5.59251974953e+18,-8.63305333084e+18
3.31743314399e+29,0.0,-135611.648108,75148.8565683,124453.529696,6.17815319844e+17,5.53187805189e+18,-8.45367264736e+18
2.06479692225e+29,0.0,-134383.859964,75649.9415358,124301.494195,4.68096786844e+17,5.48968688005e+18,-8.58059300918e+18
2.27012386312e+29,0.0,-134228.796156,75354.8237216,124273.859372,5.29073787206e+17,5.56504928115e+18,-8.66619693685e+18
3.50163210688e+29,0.0,-134436.915882,75312.6600968,124002.745455,5.58931435183e+17,5.47075064814e+18,-8.57822842874e+18
2.17602239136e+29,0.0,-134780.736355,76278.8657801,124338.741666,6.68750794838e+17,5.40127533137e+18,-8.79746047164e+18
6.71363266686e+29,0.0,-134676.304435,75457.695725,123766.443563,6.30198134927e+17,5.49906573846e+18,-8.51685714189e+18
2.14954566248e+29,0.0,-135720.435182,75714.7873854,124062.259247,7.50069096178e+17,5.36672130207e+18,-8.48252735076e+18
2.1890715231e+29,0.0,-135593.197863,74628.0687277,123860.070746,7.03142364125e+17,5.64689863085e+18,-8.51900010246e+18
2.98300989452e+29,0.0,-135340.57042,75679.4168435,124020.434512,7.29700843467e+17,5.51103152894e+18,-8.58025559558e+18
4.03365975275e+29,0.0,-135505.406056,75131.3615189,123996.720584,6.09399767212e+17,5.55258308029e+18,-8.45932494273e+18
3.4241295497e+29,0.0,-134646.651558,75426.6541384,123928.058526,5.64759276366e+17,5.50011798571e+18,-8.48654740713e+18
4.78828467681e+29,0.0,-135878.03037,76030.9490698,124135.885643,7.94045635435e+17,5.33846007131e+18,-8.44523033166e+18
5.12865156451e+29,0.0,-134341.17414,75281.1037673,124571.273641,4.51163974785e+17,5.44616543855e+18,-8.46651048241e+18
7.2448328634e+29,0.0,-135575.11994,75402.5593843,123474.279285,7.01742695932e+17,5.54970413785e+18,-8.61088350203e+18
2.94367863715e+29,0.0,-134354.117612,75062.7958915,124369.828061,4.95971638228e+17,5.46085815167e+18,-8.50438834606e+18
3.39623995519e+29,0.0,-134840.869139,75761.592899,124195.986944,5.75711930371e+17,5.43641238607e+18,-8.54397506828e+18
2.75388559031e+29,0.0,-135386.244158,74827.211123,123710.219953,7.09848985632e+17,5.60620468893e+18,-8.39272223356e+18
2.41533255033e+29,0.0,-135179.271634,75271.1149489,123579.705727,6.81484445689e+17,5.55247307706e+18,-8.56293198516e+18
2.66038803566e+29,0.0,-135353.011695,74942.0594904,124185.62429,6.03236425846e+17,5.60171648366e+18,-8.5395436797e+18
2.27765309017e+29,0.0,-134533.878066,75538.2943158,123779.764439,6.39589657443e+17,5.5959432092e+18,-8.82479595762e+18
2.52058320698e+31,0.0,-135133.317589,76082.9510455,124647.885716,6.77190541281e+17,5.29426229226e+18,-8.55747795641e+18
2.31897763414e+29,0.0,-135507.382165,75538.9533787,124041.741417,5.88790250403e+17,5.52103959142e+18,-8.45044713775e+18
2.36054560504e+29,0.0,-135315.03879,74870.0535516,124145.822691,6.97044418365e+17,5.52951767629e+18,-8.34813909211e+18
3.84234556922e+29,0.0,-135865.360356,75098.6670295,123860.938708,8.43199391462e+17,5.52996885831e+18,-8.46896625877e+18
4.42596084366e+29,0.0,-134673.607267,75340.8722658,123869.418749,5.0497294912e+17,5.56868848638e+18,-8.56684189759e+18
5.48578912697e+29,0.0,-135514.503147,75215.1785854,123951.427448,7.51831337342e+17,5.46218478939e+18,-8.44484913194e+18
3.43389812862e+29,0.0,-134864.011529,75218.212283,124524.81602,5.75064512639e+17,5.41746303404e+18,-8.43707625388e+18
2.60911995638e+29,0.0,-134824.434374,75344.1786265,123991.718823,6.30580650834e+17,5.55425374479e+18,-8.62475142374e+18
2.15740230925e+29,0.0,-135096.680533,74635.0215305,124253.729432,6.23170238258e+17,5.54022072688e+18,-8.54347756968e+18
1.82992336619e+30,0.0,-134730.957492,75727.2940132,124172.126922,6.68738093332e+17,5.50710572588e+18,-8.67194824632e+18
2.44021360245e+29,0.0,-135344.506426,75191.7249139,124238.769205,6.32211989789e+17,5.48972019342e+18,-8.55965659157e+18
2.44480518984e+29,0.0,-135403.707292,75345.4512362,123683.054283,6.73240089986e+17,5.45030556206e+18,-8.57886984202e+18
2.90557542671e+29,0.0,-134711.290873,75441.2889777,124255.335197,4.71875153434e+17,5.46800572582e+18,-8.44228559755e+18
2.98278822215e+29,0.0,-135522.756073,75398.8786543,124251.901917,6.4770753413e+17,5.42937979313e+18,-8.36449368151e+18
2.04053905591e+30,0.0,-135499.462148,74950.4084284,123693.034559,6.83530128171e+17,5.55082271749e+18,-8.49489832775e+18
3.18494435852e+29,0.0,-135326.435849,75213.5655986,124145.969175,5.80094027631e+17,5.49201830742e+18,-8.52475157022e+18
3.57061801894e+29,0.0,-135444.025655,75646.7055963,124097.28144,7.52670511269e+17,5.3486810599e+18,-8.49425648229e+18
6.15077193002e+29,0.0,-134761.75795,75345.8204615,124299.476318,6.0721631502e+17,5.50505898621e+18,-8.4132014493e+18
2.61665492727e+29,0.0,-135036.834583,75479.6735876,124101.979655,5.65904511514e+17,5.50300047342e+18,-8.48172366981e+18
7.45912068385e+31,0.0,-135039.86387,75644.1686198,123794.304769,6.55816739146e+17,5.56203204236e+18,-8.60573400904e+18
1.05908076165e+30,0.0,-134824.108831,75989.7556901,124238.594579,6.22214474318e+17,5.43244719802e+18,-8.71152413706e+18
3.06292168253e+29,0.0,-135001.549363,75635.3445773,124188.888327,5.72775626411e+17,5.53075972166e+18,-8.55809997596e+18
2.74309047004e+29,0.0,-135463.684176,75112.9691455,123887.70562,6.28245261638e+17,5.53553845336e+18,-8.48430149212e+18
2.68228293109e+29,0.0,-134983.017194,74566.5034771,123754.969544,6.00417503362e+17,5.68721849202e+18,-8.56958709766e+18
2.47516042077e+29,0.0,-135467.005454,75594.6737057,124312.464118,6.31781828602e+17,5.41040674115e+18,-8.5709803988e+18
3.04760061483e+29,0.0,-134877.632057,74694.5786329,123842.032915,5.84024245257e+17,5.56868372722e+18,-8.40020609981e+18
2.20786717284e+29,0.0,-135362.723294,75535.0484296,124340.950632,6.54407060109e+17,5.41819713376e+18,-8.53968714942e+18
8.50531551651e+29,0.0,-134990.372092,75617.1365909,124213.211023,6.33529491516e+17,5.52375660557e+18,-8.68337158463e+18
3.75210785389e+29,0.0,-134609.393191,75388.040995,124560.320076,5.53229436997e+17,5.42484955106e+18,-8.45850855667e+18
2.81796031037e+29,0.0,-135015.641298,74968.5876889,123776.549019,6.84256728177e+17,5.62876556177e+18,-8.51709425752e+18
2.24095820423e+29,0.0,-135472.963596,75024.9639676,123848.424344,7.13086692169e+17,5.67225131955e+18,-8.61731561016e+18
