#mass radius vx vy vz x y z
#kg m m * s**-1 m * s**-1 m * s**-1 m m m
3.71000493211e+29 0.0 28628.2631062 157585.128053 164097.210393 4.27711886645e+18 -3.42160040933e+18 1.82706799997e+16
2.12637176215e+29 0.0 62778.9920943 105845.241102 111203.394303 1.18615115485e+17 -1.26309250291e+19 -1.09976181654e+19
1.42696302273e+31 0.0 35596.916877 153609.530547 165176.245879 4.01267112693e+18 -4.31576880517e+18 -1.09897526088e+18
6.94028913799e+29 0.0 62535.3307633 107845.742737 108585.693914 1.16059266174e+17 -1.25534551608e+19 -1.11955802533e+19
2.14309568179e+29 0.0 60010.079958 105737.168482 118831.896035 5.78426189196e+17 -1.2498677804e+19 -1.03026608203e+19
6.51356259177e+29 0.0 61929.40576 112017.325454 114388.433403 5.2687699059e+17 -1.18133981511e+19 -1.0488590387e+19
8.52822473827e+29 0.0 60884.7696209 108069.834169 116643.016404 6.6548676693e+17 -1.21964252793e+19 -1.0356886115e+19
5.55732926893e+29 0.0 58082.9587162 114747.523007 133043.321062 1.44605145851e+18 -1.08905109117e+19 -8.39981300198e+18
2.57871500637e+29 0.0 60962.4293697 111017.838185 121813.950055 7.24338366421e+17 -1.16858262332e+19 -9.80265271785e+18
4.25417284577e+29 0.0 62148.1583299 104953.355933 111328.550765 6.52909059327e+16 -1.28489854487e+19 -1.10675458711e+19
2.07086859973e+29 0.0 62157.2395198 106174.915399 122164.937675 1.96329644696e+17 -1.22480296961e+19 -9.94864237789e+18
1.02626665488e+30 0.0 61768.4129479 106018.306632 118100.440548 2.16635345144e+17 -1.24638759809e+19 -1.03696912748e+19
2.92332654387e+29 0.0 62363.234438 106752.592877 113116.78846 2.73055113386e+17 -1.24287862179e+19 -1.07581170818e+19
4.05186601848e+29 0.0 61082.2970035 106685.979326 113626.800406 3.40699633474e+17 -1.25621606893e+19 -1.07859681961e+19
